ID	adj.P.Val	P.Value	t	B	logFC	Gene	SPOT_ID
LOC100129908	1.47E-01	5.90E-02	1.916104	-4.69332	0.03773261	LOC100129908	
LOC653420	1.47E-01	5.91E-02	1.915973	-4.69356	0.02330952	LOC653420	
FAM119B	1.47E-01	5.91E-02	1.915965	-4.69357	0.10762024	FAM119B	
TP53I3	1.47E-01	5.91E-02	-1.915963	-4.69358	-0.03732227	TP53I3	
FLJ42393	1.47E-01	5.91E-02	1.915961	-4.69358	0.0235163	FLJ42393	
CDKAL1	1.47E-01	5.91E-02	-1.9158	-4.69387	-0.04608202	CDKAL1	
CNBP	1.47E-01	5.91E-02	-1.915682	-4.69408	-0.17557256	CNBP	
OR6M1	1.47E-01	5.91E-02	-1.915645	-4.69415	-0.03039192	OR6M1	
TMEM132A	1.47E-01	5.91E-02	-1.9156	-4.69423	-0.23262561	TMEM132A	
RHO	1.47E-01	5.91E-02	1.915293	-4.69479	0.02540933	RHO	
LOC728114	1.47E-01	5.92E-02	-1.915273	-4.69482	-0.02350726	LOC728114	
DNAJC1	1.47E-01	5.92E-02	1.915076	-4.69518	0.04628738	DNAJC1	
BRIP1	1.47E-01	5.92E-02	-1.915066	-4.6952	-0.02653984	BRIP1	
NUP93	1.47E-01	5.92E-02	-1.914971	-4.69537	-0.08308094	NUP93	
HS.539005	1.47E-01	5.92E-02	-1.914931	-4.69544	-0.02676488	HS.539005	
TRAF5	1.47E-01	5.92E-02	-1.914911	-4.69548	-0.05987644	TRAF5	
LOC100129342	1.47E-01	5.92E-02	-1.91488	-4.69553	-0.01761796	LOC100129342	
LOC100129307	1.47E-01	5.92E-02	1.914831	-4.69562	0.04052908	LOC100129307	
TPMT	1.47E-01	5.92E-02	-1.914526	-4.69617	-0.11947868	TPMT	
TTTY20	1.47E-01	5.93E-02	1.914226	-4.69671	0.02654662	TTTY20	
LOC126075	1.47E-01	5.93E-02	1.914195	-4.69677	0.0204224	LOC126075	
GLB1	1.47E-01	5.93E-02	1.914146	-4.69686	0.08777864	GLB1	
LOC654200	1.47E-01	5.93E-02	1.914115	-4.69691	0.02842147	LOC654200	
LOC100133845	1.47E-01	5.93E-02	1.913998	-4.69713	0.02148818	LOC100133845	
SERPINH1	1.47E-01	5.94E-02	1.913609	-4.69783	0.22637289	SERPINH1	
C9ORF16	1.47E-01	5.94E-02	-1.913398	-4.69821	-0.16990004	C9ORF16	
LOC401410	1.47E-01	5.94E-02	-1.913279	-4.69842	-0.02805846	LOC401410	
HS.132457	1.47E-01	5.94E-02	1.913223	-4.69853	0.04816177	HS.132457	
TMSB4X	1.47E-01	5.94E-02	-1.913008	-4.69891	-0.06969689	TMSB4X	
HELLS	1.47E-01	5.94E-02	1.913002	-4.69892	0.02688853	HELLS	
CBFA2T2	1.47E-01	5.95E-02	-1.912927	-4.69906	-0.04892743	CBFA2T2	
RASD1	1.47E-01	5.95E-02	-1.912615	-4.69962	-0.27269796	RASD1	
COMMD8	1.47E-01	5.95E-02	-1.912329	-4.70014	-0.11831833	COMMD8	
ASRGL1	1.47E-01	5.95E-02	1.912328	-4.70014	0.1908484	ASRGL1	
LOC100134506	1.47E-01	5.95E-02	-1.912277	-4.70023	-0.02720136	LOC100134506	
TJP3	1.48E-01	5.95E-02	1.912229	-4.70032	0.04547658	TJP3	
LOC728905	1.48E-01	5.96E-02	1.912153	-4.70046	0.02048342	LOC728905	
CCDC134	1.48E-01	5.96E-02	1.912106	-4.70054	0.0191825	CCDC134	
TTLL3	1.48E-01	5.96E-02	1.91198	-4.70077	0.11288975	TTLL3	
LOC100129362	1.48E-01	5.96E-02	1.911851	-4.701	0.15275197	LOC100129362	
UNC13B	1.48E-01	5.96E-02	1.911753	-4.70118	0.05707316	UNC13B	
LOC100134372	1.48E-01	5.96E-02	1.911434	-4.70175	0.01893313	LOC100134372	
SLC26A9	1.48E-01	5.97E-02	1.911228	-4.70212	0.02667403	SLC26A9	
HS.569921	1.48E-01	5.97E-02	-1.911107	-4.70234	-0.08298637	HS.569921	
NTHL1	1.48E-01	5.97E-02	-1.911008	-4.70252	-0.11121599	NTHL1	
LOC729162	1.48E-01	5.98E-02	1.910643	-4.70318	0.0500173	LOC729162	
HS.573763	1.48E-01	5.98E-02	1.910292	-4.70381	0.03522255	HS.573763	
MIR1272	1.48E-01	5.98E-02	-1.910268	-4.70385	-0.01924611	MIR1272	
LOC285033	1.48E-01	5.98E-02	1.910099	-4.70416	0.01727584	LOC285033	
HAUS5	1.48E-01	5.98E-02	1.909992	-4.70435	0.04515399	HAUS5	
SLC38A3	1.48E-01	5.99E-02	1.909831	-4.70464	0.13156692	SLC38A3	
HS.566661	1.48E-01	5.99E-02	-1.909597	-4.70506	-0.01977344	HS.566661	
FOXD4L2	1.48E-01	5.99E-02	-1.909531	-4.70518	-0.01756918	FOXD4L2	
FEV	1.48E-01	5.99E-02	-1.909494	-4.70525	-0.03251417	FEV	
SLC25A31	1.48E-01	5.99E-02	1.909438	-4.70535	0.03426136	SLC25A31	
HS.174158	1.48E-01	6.00E-02	1.909099	-4.70596	0.02122459	HS.174158	
ABHD12B	1.48E-01	6.00E-02	-1.908679	-4.70672	-0.04643936	ABHD12B	NA
NQO1	1.48E-01	6.00E-02	1.908568	-4.70692	0.27628703	NQO1	
CTPS	1.48E-01	6.00E-02	-1.908419	-4.70718	-0.14495269	CTPS	
RPL37A	1.48E-01	6.01E-02	1.908342	-4.70732	0.14823332	RPL37A	
LOC100134708	1.48E-01	6.01E-02	1.908302	-4.70739	0.02664522	LOC100134708	
CYP2J2	1.49E-01	6.01E-02	1.908136	-4.70769	0.18473055	CYP2J2	
CCDC39	1.49E-01	6.01E-02	-1.908115	-4.70773	-0.03896218	CCDC39	
ADAMTS18	1.49E-01	6.01E-02	1.908061	-4.70783	0.02431316	ADAMTS18	
C3ORF34	1.49E-01	6.01E-02	1.907967	-4.708	0.16146431	C3ORF34	
FABP5L7	1.49E-01	6.01E-02	-1.907934	-4.70806	-0.02578156	FABP5L7	
CECR1	1.49E-01	6.01E-02	1.907924	-4.70807	0.1454217	CECR1	
HS.537603	1.49E-01	6.01E-02	-1.907908	-4.7081	-0.25614675	HS.537603	
DUSP8	1.49E-01	6.01E-02	1.907807	-4.70829	0.22218861	DUSP8	
ABI2	1.49E-01	6.01E-02	-1.907725	-4.70843	-0.03581593	ABI2	
LOC647910	1.49E-01	6.02E-02	1.907543	-4.70876	0.03711114	LOC647910	
CCNY	1.49E-01	6.02E-02	1.907486	-4.70886	0.11303612	CCNY	
LOC643187	1.49E-01	6.02E-02	-1.907336	-4.70913	-0.08132722	LOC643187	
HS.524845	1.49E-01	6.02E-02	1.90713	-4.7095	0.04420716	HS.524845	
KIAA1598	1.49E-01	6.03E-02	1.906844	-4.71002	0.17708265	KIAA1598	
TLR3	1.49E-01	6.03E-02	-1.906693	-4.71029	-0.04399931	TLR3	
HS.569304	1.49E-01	6.03E-02	-1.906491	-4.71065	-0.02273429	HS.569304	
CSPG4LYP2	1.49E-01	6.03E-02	1.906465	-4.7107	0.02314111	CSPG4LYP2	
CENPL	1.49E-01	6.03E-02	1.906449	-4.71073	0.03345022	CENPL	
LOC100132402	1.49E-01	6.03E-02	1.90644	-4.71075	0.01988774	LOC100132402	
DZIP1L	1.49E-01	6.03E-02	1.906361	-4.71089	0.03748678	DZIP1L	
LOC440040	1.49E-01	6.03E-02	-1.90619	-4.7112	-0.15603845	LOC440040	
HS.326357	1.49E-01	6.04E-02	1.906076	-4.7114	0.02992548	HS.326357	
KIF5C	1.49E-01	6.04E-02	1.90603	-4.71148	0.13172125	KIF5C	
LIMK2	1.49E-01	6.04E-02	1.905949	-4.71163	0.03193758	LIMK2	
CYB5R2	1.49E-01	6.04E-02	1.905458	-4.71251	0.16914591	CYB5R2	
OR5M1	1.49E-01	6.05E-02	-1.905304	-4.71279	-0.01921657	OR5M1	
MIR224	1.49E-01	6.05E-02	1.905264	-4.71286	0.01997923	MIR224	
LOC645118	1.49E-01	6.05E-02	1.905258	-4.71287	0.03566383	LOC645118	
SPRN	1.49E-01	6.05E-02	-1.904922	-4.71347	-0.10309781	SPRN	
DYNC2H1	1.49E-01	6.05E-02	-1.904817	-4.71366	-0.09500586	DYNC2H1	
LOC100132964	1.49E-01	6.05E-02	1.904776	-4.71374	0.0256885	LOC100132964	
FAM168A	1.49E-01	6.06E-02	-1.904561	-4.71412	-0.02210851	FAM168A	
FOLR2	1.49E-01	6.06E-02	1.904469	-4.71429	0.09778685	FOLR2	
HS.565830	1.49E-01	6.06E-02	1.90445	-4.71432	0.05160266	HS.565830	
PPFIBP1	1.49E-01	6.06E-02	1.904309	-4.71458	0.12223106	PPFIBP1	
ARHGDIA	1.49E-01	6.06E-02	-1.904248	-4.71469	-0.23415062	ARHGDIA	
HS.538217	1.49E-01	6.06E-02	-1.904066	-4.71501	-0.0253059	HS.538217	
NET1	1.49E-01	6.06E-02	1.903977	-4.71517	0.16530929	NET1	
FLJ21767	1.49E-01	6.06E-02	1.903936	-4.71525	0.01831003	FLJ21767	
LOC645688	1.49E-01	6.06E-02	1.903908	-4.7153	0.1168581	LOC645688	
MTCH2	1.49E-01	6.07E-02	-1.903768	-4.71555	-0.08526171	MTCH2	
LOC654192	1.49E-01	6.07E-02	1.903749	-4.71558	0.02379503	LOC654192	
LOC652469	1.49E-01	6.07E-02	1.903684	-4.7157	0.02150036	LOC652469	
YIPF1	1.49E-01	6.07E-02	-1.903657	-4.71575	-0.08383421	YIPF1	
EPHA1	1.49E-01	6.07E-02	-1.903636	-4.71579	-0.03334742	EPHA1	
DVL1	1.50E-01	6.07E-02	-1.903342	-4.71631	-0.02410396	DVL1	
LOC651610	1.50E-01	6.07E-02	-1.903244	-4.71649	-0.02193791	LOC651610	
FLRT2	1.50E-01	6.07E-02	-1.903178	-4.71661	-0.16758188	FLRT2	
LOC646335	1.50E-01	6.07E-02	-1.903157	-4.71665	-0.02278967	LOC646335	
SLC29A2	1.50E-01	6.08E-02	1.903044	-4.71685	0.08535564	SLC29A2	
LOC728519	1.50E-01	6.08E-02	1.903009	-4.71691	0.07753188	LOC728519	
ARL5A	1.50E-01	6.08E-02	1.902997	-4.71693	0.11768657	ARL5A	
EHMT2	1.50E-01	6.08E-02	-1.902915	-4.71708	-0.10660005	EHMT2	
LOC728973	1.50E-01	6.08E-02	1.902354	-4.71809	0.16156883	LOC728973	
CXCR1	1.50E-01	6.09E-02	1.902285	-4.71821	0.02871417	CXCR1	
LOC648841	1.50E-01	6.09E-02	-1.90228	-4.71822	-0.02764684	LOC648841	
PIP	1.50E-01	6.09E-02	1.902125	-4.7185	0.02198309	PIP	
NUP50	1.50E-01	6.09E-02	-1.902065	-4.71861	-0.06354656	NUP50	
HYDIN	1.50E-01	6.09E-02	1.90178	-4.71912	0.05552993	HYDIN	
DLX4	1.50E-01	6.09E-02	-1.901661	-4.71933	-0.02009569	DLX4	
LOC100130795	1.50E-01	6.09E-02	1.901567	-4.7195	0.03057594	LOC100130795	
ATXN1	1.50E-01	6.10E-02	-1.901545	-4.71954	-0.10583245	ATXN1	
LOC728064	1.50E-01	6.10E-02	1.901392	-4.71981	0.02795695	LOC728064	
SIGLEC5	1.50E-01	6.10E-02	-1.901381	-4.71983	-0.08290124	SIGLEC5	
ARG2	1.50E-01	6.10E-02	1.901253	-4.72006	0.08511597	ARG2	
ISLR	1.50E-01	6.10E-02	-1.901226	-4.72011	-0.05607663	ISLR	
LOC728853	1.50E-01	6.10E-02	-1.901208	-4.72015	-0.01938425	LOC728853	
RNU4ATAC	1.50E-01	6.10E-02	1.901067	-4.7204	0.18827797	RNU4ATAC	
OR9A4	1.50E-01	6.10E-02	1.901054	-4.72042	0.13013463	OR9A4	
LOC100129295	1.50E-01	6.10E-02	1.900968	-4.72058	0.03506018	LOC100129295	
GSTM2	1.50E-01	6.11E-02	1.900619	-4.7212	0.26923456	GSTM2	
ESCO1	1.50E-01	6.11E-02	-1.900329	-4.72172	-0.05505354	ESCO1	
MS4A1	1.50E-01	6.11E-02	1.9001	-4.72213	0.01449177	MS4A1	
IRS1	1.50E-01	6.12E-02	-1.899935	-4.72243	-0.09928064	IRS1	
LOC729423	1.50E-01	6.12E-02	1.899702	-4.72285	0.07646278	LOC729423	
LOC650747	1.50E-01	6.12E-02	1.899628	-4.72298	0.03228212	LOC650747	
PRTN3	1.50E-01	6.12E-02	-1.899604	-4.72302	-0.16982525	PRTN3	
LOC651357	1.50E-01	6.12E-02	1.899543	-4.72313	0.02213237	LOC651357	
LOC441171	1.50E-01	6.12E-02	1.899542	-4.72313	0.02581915	LOC441171	
SNORA74B	1.50E-01	6.12E-02	1.899515	-4.72318	0.02110121	SNORA74B	
ZCCHC4	1.50E-01	6.12E-02	1.899452	-4.72329	0.03938341	ZCCHC4	
IFNA6	1.50E-01	6.12E-02	-1.899345	-4.72348	-0.03154887	IFNA6	
MAP3K13	1.51E-01	6.13E-02	-1.89894	-4.72421	-0.12149714	MAP3K13	
HS.370110	1.51E-01	6.13E-02	1.898686	-4.72467	0.04705451	HS.370110	
LOC729088	1.51E-01	6.14E-02	1.898494	-4.72501	0.036673	LOC729088	
SKP2	1.51E-01	6.14E-02	1.898442	-4.7251	0.0734542	SKP2	
HNRNPR	1.51E-01	6.14E-02	-1.898436	-4.72511	-0.14998188	HNRNPR	
MIR649	1.51E-01	6.14E-02	1.898361	-4.72525	0.02180547	MIR649	
HS.542875	1.51E-01	6.14E-02	1.898258	-4.72543	0.0205532	HS.542875	
MFI2	1.51E-01	6.14E-02	1.89817	-4.72559	0.03471563	MFI2	
LOC653175	1.51E-01	6.14E-02	-1.897976	-4.72594	-0.02452678	LOC653175	
SNORD84	1.51E-01	6.14E-02	1.897952	-4.72598	0.03584507	SNORD84	
FAM55D	1.51E-01	6.14E-02	-1.897944	-4.726	-0.0151573	FAM55D	
ZC3H12D	1.51E-01	6.15E-02	1.897785	-4.72628	0.02516451	ZC3H12D	
HS.547160	1.51E-01	6.15E-02	1.897738	-4.72637	0.02905253	HS.547160	
LOC441237	1.51E-01	6.15E-02	-1.897707	-4.72642	-0.03329216	LOC441237	
LOC401847	1.51E-01	6.15E-02	-1.897162	-4.7274	-0.03756804	LOC401847	
SPNS2	1.51E-01	6.16E-02	1.896872	-4.72792	0.10378599	SPNS2	
PCGF6	1.51E-01	6.16E-02	-1.896845	-4.72796	-0.09300573	PCGF6	
COL8A2	1.51E-01	6.16E-02	1.896595	-4.72841	0.15591687	COL8A2	
AMTN	1.51E-01	6.16E-02	1.896583	-4.72843	0.018779	AMTN	
LOC646082	1.51E-01	6.16E-02	-1.896506	-4.72857	-0.02419799	LOC646082	
SERPINB9	1.51E-01	6.16E-02	-1.896487	-4.7286	-0.03032738	SERPINB9	
LOC100130172	1.51E-01	6.17E-02	1.896295	-4.72895	0.01404251	LOC100130172	
HS.501656	1.51E-01	6.17E-02	1.89616	-4.72919	0.04955563	HS.501656	
HS.580797	1.51E-01	6.17E-02	1.896028	-4.72943	0.19260231	HS.580797	
MIR1253	1.51E-01	6.17E-02	1.895846	-4.72975	0.03661127	MIR1253	
C1ORF88	1.51E-01	6.17E-02	1.895792	-4.72985	0.06640613	C1ORF88	
DGCR6	1.51E-01	6.17E-02	1.895661	-4.73008	0.18784669	DGCR6	
E2F5	1.51E-01	6.18E-02	-1.895555	-4.73027	-0.10302768	E2F5	
C21ORF67	1.51E-01	6.18E-02	-1.895495	-4.73038	-0.05368294	C21ORF67	
LOC653881	1.51E-01	6.18E-02	-1.895132	-4.73103	-0.13771701	LOC653881	
LRRC70	1.52E-01	6.18E-02	1.895012	-4.73124	0.02092168	LRRC70	
SIN3A	1.52E-01	6.19E-02	1.8948	-4.73162	0.07487462	SIN3A	
HS.133419	1.52E-01	6.19E-02	1.894798	-4.73163	0.02795873	HS.133419	
LOC645799	1.52E-01	6.19E-02	-1.894749	-4.73172	-0.0377267	LOC645799	
SOX12	1.52E-01	6.19E-02	1.894581	-4.73202	0.09172387	SOX12	
EREG	1.52E-01	6.19E-02	1.894519	-4.73213	0.04332159	EREG	
HS.574069	1.52E-01	6.19E-02	1.894392	-4.73235	0.02637146	HS.574069	
LOC647044	1.52E-01	6.19E-02	-1.894378	-4.73238	-0.02946034	LOC647044	
ITLN1	1.52E-01	6.19E-02	-1.89433	-4.73246	-0.02031732	ITLN1	
HSPA8	1.52E-01	6.19E-02	-1.894319	-4.73248	-0.28471105	HSPA8	
C11ORF20	1.52E-01	6.19E-02	1.894309	-4.7325	0.03494295	C11ORF20	
LOC653513	1.52E-01	6.19E-02	1.894265	-4.73258	0.1217284	LOC653513	
LOC650599	1.52E-01	6.20E-02	1.894053	-4.73296	0.02492882	LOC650599	
SASH3	1.52E-01	6.20E-02	1.894024	-4.73301	0.09279833	SASH3	
MAP3K3	1.52E-01	6.20E-02	1.893991	-4.73307	0.13200381	MAP3K3	
STAR	1.52E-01	6.20E-02	1.89398	-4.73309	0.05067393	STAR	
LOC100127988	1.52E-01	6.20E-02	1.89398	-4.73309	0.03840126	LOC100127988	
DCUN1D1	1.52E-01	6.20E-02	-1.893798	-4.73342	-0.09709392	DCUN1D1	
LOC643672	1.52E-01	6.20E-02	1.893745	-4.73351	0.02717202	LOC643672	
LOC644499	1.52E-01	6.20E-02	1.893694	-4.7336	0.03358206	LOC644499	
LOC731797	1.52E-01	6.20E-02	1.893625	-4.73372	0.03171624	LOC731797	
LOC732393	1.52E-01	6.20E-02	-1.893581	-4.7338	-0.01494	LOC732393	
GPR64	1.52E-01	6.20E-02	1.893334	-4.73425	0.02327583	GPR64	
FLJ35801	1.52E-01	6.21E-02	-1.893105	-4.73466	-0.08332359	FLJ35801	
HS.561604	1.52E-01	6.21E-02	-1.892975	-4.73489	-0.02779012	HS.561604	
CHMP4C	1.52E-01	6.21E-02	1.892863	-4.73509	0.03202146	CHMP4C	
ALDH1A1	1.52E-01	6.21E-02	-1.892801	-4.7352	-0.24852636	ALDH1A1	
HOXC13	1.52E-01	6.22E-02	1.892542	-4.73566	0.08430026	HOXC13	
RXRB	1.52E-01	6.22E-02	1.892461	-4.73581	0.11969424	RXRB	
DDX56	1.52E-01	6.22E-02	1.892339	-4.73602	0.10109748	DDX56	
RPLP0P2	1.52E-01	6.22E-02	1.892206	-4.73626	0.02238371	RPLP0P2	
LOC728939	1.52E-01	6.22E-02	-1.89206	-4.73652	-0.03124865	LOC728939	
RDH11	1.52E-01	6.22E-02	-1.891922	-4.73677	-0.07490584	RDH11	
LOC648700	1.52E-01	6.22E-02	1.891915	-4.73678	0.02165276	LOC648700	
HS.535592	1.52E-01	6.23E-02	1.891837	-4.73692	0.02324354	HS.535592	
TNKS1BP1	1.52E-01	6.23E-02	-1.89182	-4.73695	-0.1406984	TNKS1BP1	
LOC100129375	1.52E-01	6.23E-02	1.891622	-4.7373	0.03748972	LOC100129375	
LOC729885	1.52E-01	6.23E-02	1.891622	-4.7373	0.0309714	LOC729885	
REXO1L5P	1.52E-01	6.23E-02	1.891564	-4.73741	0.02258695	REXO1L5P	
MIR1238	1.52E-01	6.23E-02	1.89156	-4.73742	0.03378676	MIR1238	
LOC100133237	1.52E-01	6.23E-02	-1.891459	-4.7376	-0.04072791	LOC100133237	
IL1RL2	1.52E-01	6.24E-02	-1.891078	-4.73828	-0.02754146	IL1RL2	
LOC402251	1.52E-01	6.24E-02	1.891071	-4.73829	0.2440376	LOC402251	
ACVR2B	1.52E-01	6.24E-02	1.891011	-4.7384	0.08176735	ACVR2B	
TGM5	1.52E-01	6.24E-02	1.890949	-4.73851	0.01414257	TGM5	
LZTS1	1.52E-01	6.24E-02	-1.890787	-4.7388	-0.13772451	LZTS1	
LOC652111	1.52E-01	6.24E-02	1.890781	-4.73881	0.0241337	LOC652111	
DMP1	1.52E-01	6.24E-02	1.890516	-4.73928	0.01870467	DMP1	
PROM1	1.53E-01	6.25E-02	1.890313	-4.73964	0.18817443	PROM1	
LOC644885	1.53E-01	6.25E-02	1.890231	-4.73979	0.02233212	LOC644885	
DEFB127	1.53E-01	6.25E-02	1.889888	-4.7404	0.02325201	DEFB127	
OR10Z1	1.53E-01	6.25E-02	-1.889792	-4.74057	-0.02643116	OR10Z1	
LOC100129878	1.53E-01	6.25E-02	1.889777	-4.7406	0.03528485	LOC100129878	
ZNF451	1.53E-01	6.25E-02	1.889719	-4.7407	0.11154734	ZNF451	
HS.537971	1.53E-01	6.26E-02	1.889598	-4.74092	0.02581621	HS.537971	
LOC643598	1.53E-01	6.26E-02	1.889482	-4.74113	0.02522076	LOC643598	
HS.155980	1.53E-01	6.26E-02	-1.889243	-4.74155	-0.02744713	HS.155980	
HS.535028	1.53E-01	6.26E-02	1.889228	-4.74158	0.14780775	HS.535028	
LOC653166	1.53E-01	6.26E-02	-1.889185	-4.74166	-0.02358771	LOC653166	
ANK2	1.53E-01	6.26E-02	-1.889029	-4.74193	-0.03401622	ANK2	
HS.413494	1.53E-01	6.26E-02	-1.889015	-4.74196	-0.06800718	HS.413494	
MIR938	1.53E-01	6.26E-02	1.888961	-4.74205	0.02410406	MIR938	
LOC348926	1.53E-01	6.27E-02	-1.888845	-4.74226	-0.0327435	LOC348926	
LOC644953	1.53E-01	6.27E-02	1.888625	-4.74265	0.01857397	LOC644953	
NBR2	1.53E-01	6.27E-02	1.888508	-4.74286	0.05667087	NBR2	
LOC729379	1.53E-01	6.27E-02	-1.888475	-4.74292	-0.03139854	LOC729379	
LOC729926	1.53E-01	6.28E-02	1.888162	-4.74348	0.11347586	LOC729926	
PHF15	1.53E-01	6.28E-02	1.888107	-4.74358	0.13654704	PHF15	
HS.539580	1.53E-01	6.28E-02	1.888039	-4.7437	0.03030779	HS.539580	
HEATR6	1.53E-01	6.28E-02	1.887995	-4.74378	0.1285272	HEATR6	
HS.555208	1.53E-01	6.28E-02	1.887868	-4.744	0.04097762	HS.555208	
LOC653086	1.53E-01	6.28E-02	1.887566	-4.74454	0.01220089	LOC653086	
NCF1B	1.53E-01	6.28E-02	-1.887536	-4.7446	-0.02140242	NCF1B	
LOC100131169	1.53E-01	6.29E-02	1.886805	-4.7459	0.01837443	LOC100131169	
LOC100129503	1.53E-01	6.30E-02	1.886544	-4.74636	0.04374124	LOC100129503	
HS.537217	1.53E-01	6.30E-02	-1.886457	-4.74652	-0.02653087	HS.537217	
TUBB1	1.53E-01	6.30E-02	1.886451	-4.74653	0.05906832	TUBB1	
FBXO18	1.53E-01	6.30E-02	1.886406	-4.74661	0.02484211	FBXO18	
LOC441455	1.54E-01	6.30E-02	1.886237	-4.74691	0.14210846	LOC441455	
TRDN	1.54E-01	6.30E-02	1.886163	-4.74704	0.06536325	TRDN	
MARK2	1.54E-01	6.30E-02	-1.886063	-4.74722	-0.050534	MARK2	
KIAA1377	1.54E-01	6.31E-02	-1.88589	-4.74753	-0.07918992	KIAA1377	
SUCLG1	1.54E-01	6.31E-02	1.885553	-4.74813	0.17169298	SUCLG1	
LOC729609	1.54E-01	6.31E-02	1.885481	-4.74826	0.05708668	LOC729609	
LOC728326	1.54E-01	6.31E-02	1.885309	-4.74856	0.03075386	LOC728326	
EYA3	1.54E-01	6.32E-02	-1.884955	-4.74919	-0.01439877	EYA3	
TRAPPC2	1.54E-01	6.32E-02	-1.884727	-4.7496	-0.10620215	TRAPPC2	
HS.444291	1.54E-01	6.32E-02	1.884638	-4.74976	0.04164822	HS.444291	
LOC221136	1.54E-01	6.32E-02	-1.884573	-4.74987	-0.03142391	LOC221136	
LOC100134152	1.54E-01	6.32E-02	1.884564	-4.74989	0.03358617	LOC100134152	
LOC652326	1.54E-01	6.32E-02	1.884519	-4.74997	0.05651744	LOC652326	
THAP7	1.54E-01	6.33E-02	-1.884076	-4.75076	-0.0325153	THAP7	
HS.543820	1.54E-01	6.33E-02	1.884062	-4.75078	0.02515041	HS.543820	
LOC401561	1.54E-01	6.33E-02	1.883791	-4.75127	0.06995571	LOC401561	
LOC643424	1.54E-01	6.34E-02	1.883615	-4.75158	0.08883963	LOC643424	
LOC343705	1.54E-01	6.34E-02	1.883536	-4.75172	0.03231722	LOC343705	
XPR1	1.54E-01	6.34E-02	-1.883466	-4.75184	-0.11684203	XPR1	
SNX15	1.54E-01	6.34E-02	-1.883261	-4.75221	-0.02631584	SNX15	
SEC14L2	1.54E-01	6.34E-02	1.88323	-4.75226	0.11285878	SEC14L2	
RPS6KA5	1.54E-01	6.34E-02	-1.883201	-4.75231	-0.08781677	RPS6KA5	
LOC100129148	1.54E-01	6.35E-02	-1.882969	-4.75273	-0.0217273	LOC100129148	
OGN	1.54E-01	6.35E-02	1.88296	-4.75274	0.05965607	OGN	
LOC645314	1.54E-01	6.35E-02	1.882719	-4.75317	0.10842448	LOC645314	
CBX8	1.54E-01	6.35E-02	1.882603	-4.75338	0.0240068	CBX8	
TMEM194B	1.54E-01	6.35E-02	1.882524	-4.75352	0.04445223	TMEM194B	
LOC643733	1.54E-01	6.35E-02	1.882522	-4.75352	0.03296497	LOC643733	
CXCL2	1.54E-01	6.35E-02	1.882373	-4.75379	0.08659775	CXCL2	
LOC100131012	1.54E-01	6.35E-02	1.882329	-4.75387	0.0221673	LOC100131012	
ZNF48	1.54E-01	6.36E-02	-1.882281	-4.75395	-0.02143569	ZNF48	
TMEM27	1.54E-01	6.36E-02	-1.88228	-4.75395	-0.05359874	TMEM27	
ZNF20	1.54E-01	6.36E-02	1.882264	-4.75398	0.07925018	ZNF20	
HS.204736	1.54E-01	6.36E-02	-1.882216	-4.75407	-0.03117309	HS.204736	
PDCD2	1.54E-01	6.36E-02	-1.882198	-4.7541	-0.06395589	PDCD2	
GAGE5	1.54E-01	6.36E-02	1.882135	-4.75421	0.0154762	GAGE5	
U1SNRNPBP	1.55E-01	6.36E-02	1.881793	-4.75482	0.07493436	U1SNRNPBP	
HHIP	1.55E-01	6.36E-02	1.881724	-4.75494	0.15646963	HHIP	
LOC728027	1.55E-01	6.37E-02	1.881517	-4.75531	0.02343222	LOC728027	
LOC202227	1.55E-01	6.37E-02	-1.881491	-4.75535	-0.03594213	LOC202227	
LOC100130900	1.55E-01	6.37E-02	1.881462	-4.75541	0.0311827	LOC100130900	
NLRP4	1.55E-01	6.37E-02	1.881236	-4.75581	0.0319221	NLRP4	
HS.461694	1.55E-01	6.37E-02	-1.881056	-4.75613	-0.02050179	HS.461694	
MMP11	1.55E-01	6.37E-02	1.881	-4.75623	0.03277675	MMP11	
SYNPO2L	1.55E-01	6.38E-02	1.880701	-4.75676	0.05093828	SYNPO2L	
C14ORF45	1.55E-01	6.38E-02	-1.880663	-4.75683	-0.08418734	C14ORF45	
LOC402342	1.55E-01	6.38E-02	1.880658	-4.75683	0.02636455	LOC402342	
MFAP4	1.55E-01	6.38E-02	1.880527	-4.75707	0.16538488	MFAP4	
LOC642093	1.55E-01	6.38E-02	-1.880401	-4.75729	-0.02393461	LOC642093	
GPR85	1.55E-01	6.38E-02	-1.880341	-4.7574	-0.03610336	GPR85	
MPG	1.55E-01	6.38E-02	-1.880341	-4.7574	-0.01632981	MPG	
LOC392843	1.55E-01	6.38E-02	1.880261	-4.75754	0.02075693	LOC392843	
LOC648343	1.55E-01	6.39E-02	1.880079	-4.75786	0.07602485	LOC648343	
IGSF5	1.55E-01	6.39E-02	1.880027	-4.75796	0.04976364	IGSF5	
GEMIN8	1.55E-01	6.39E-02	1.879965	-4.75807	0.09857839	GEMIN8	
OR2H1	1.55E-01	6.39E-02	-1.879878	-4.75822	-0.02087523	OR2H1	
PLA2G2F	1.55E-01	6.39E-02	-1.879696	-4.75854	-0.02439205	PLA2G2F	
ZNF775	1.55E-01	6.39E-02	1.879594	-4.75873	0.10163415	ZNF775	
HS.567036	1.55E-01	6.40E-02	1.878963	-4.75985	0.09958541	HS.567036	
