gene	mean	median	longest_isoform	merged
ENSG00000248100	2639	2639	2639	2639
ENSG00000256056	928	928	928	928
ENSG00000256557	314	314	314	314
ENSG00000256377	907	914	1110	1555
ENSG00000174236	1150	1150	1150	1150
ENSG00000276261	509	509	509	509
ENSG00000230519	569	569	569	569
ENSG00000256504	429	429	429	429
ENSG00000061794	1063	750	1829	1930
ENSG00000252585	113	113	113	113
ENSG00000087448	2645	1894	6490	7594
ENSG00000256747	679	679	679	679
ENSG00000256512	191	191	191	191
ENSG00000201612	309	309	309	309
ENSG00000274075	176	176	176	176
ENSG00000256378	227	227	227	227
ENSG00000087494	1253	1318	1891	3405
ENSG00000198707	5101	4569	13334	25131
ENSG00000241749	1015	1023	1144	2035
ENSG00000277945	301	301	301	301
ENSG00000197301	1814	945	4617	6033
ENSG00000256083	454	454	454	454
ENSG00000276878	107	107	107	107
ENSG00000256259	376	376	376	376
ENSG00000213343	480	480	480	480
ENSG00000251857	118	118	118	118
ENSG00000240533	272	272	272	272
ENSG00000255775	653	653	653	653
ENSG00000202318	111	111	111	111
ENSG00000256103	258	258	258	258
ENSG00000265388	284	284	284	284
ENSG00000110799	1604	688	8830	10387
ENSG00000247213	1477	900	2984	3909
ENSG00000198855	1305	603	3255	4175
ENSG00000075856	1601	770	4154	7637
ENSG00000287202	2388	2388	2388	2388
ENSG00000136003	1062	819	3685	4423
ENSG00000183160	1072	571	2662	3184
ENSG00000257221	920	600	1857	2116
ENSG00000284388	61	61	61	61
ENSG00000238457	61	61	61	61
ENSG00000134531	1145	583	5913	7833
ENSG00000286869	2116	2116	2116	2116
ENSG00000180861	1128	683	2750	3953
ENSG00000201476	118	118	118	118
ENSG00000201909	107	107	107	107
ENSG00000256306	347	347	382	578
ENSG00000277935	546	546	546	546
ENSG00000287928	627	627	627	627
ENSG00000200475	345	345	345	345
ENSG00000256346	132	132	132	132
ENSG00000110900	3412	3577	5508	7116
ENSG00000063046	1256	878	3856	6028
ENSG00000139155	1798	2414	3498	4883
ENSG00000167528	2417	565	7819	8502
ENSG00000139116	3267	3348	6601	10117
ENSG00000184613	1603	788	3553	6405
ENSG00000111716	814	710	1538	2983
ENSG00000139330	2203	2203	2203	2203
ENSG00000127328	2435	1830	9646	12433
ENSG00000139263	1718	791	4046	5875
ENSG00000161642	1378	1111	2494	3189
ENSG00000177675	1338	565	4603	5658
ENSG00000111783	1587	1140	3859	6686
ENSG00000186815	1563	596	5345	8728
ENSG00000110876	1963	1704	2573	2811
ENSG00000123096	1593	579	4533	6780
ENSG00000110880	1212	804	3921	6462
ENSG00000167580	2250	1762	4180	4306
ENSG00000176871	1232	971	2855	4623
ENSG00000172572	5380	2969	12486	13308
ENSG00000123066	3473	3107	9885	32862
ENSG00000134545	1221	1332	1600	2727
ENSG00000226397	1211	1443	1516	2683
ENSG00000258546	1186	1186	1186	1186
ENSG00000258449	490	490	490	490
ENSG00000276842	746	746	746	746
ENSG00000118307	1619	1893	2510	3126
ENSG00000205707	773	808	1259	2474
ENSG00000274987	582	582	582	582
ENSG00000275197	563	563	563	563
ENSG00000201439	141	141	141	141
ENSG00000241846	153	153	153	153
ENSG00000279173	1343	1343	1343	1343
ENSG00000256079	658	658	658	658
ENSG00000255988	178	178	178	178
ENSG00000205693	1667	1667	1667	1667
ENSG00000258168	1595	656	5903	6368
ENSG00000277247	472	472	472	472
ENSG00000257302	939	939	939	939
ENSG00000139445	2296	2275	3416	3536
ENSG00000256560	716	716	716	716
ENSG00000255655	603	603	603	603
ENSG00000110906	1571	725	5355	9681
ENSG00000151148	2595	2006	5730	12453
ENSG00000139428	1220	1017	4090	6018
ENSG00000200274	141	141	141	141
ENSG00000200794	321	321	321	321
ENSG00000033030	2400	1774	5663	9125
ENSG00000252192	129	129	129	129
ENSG00000275265	455	455	455	455
ENSG00000111011	1246	932	3461	8745
ENSG00000184445	1494	782	6974	11325
ENSG00000255972	28	28	28	28
ENSG00000274191	544	544	544	544
ENSG00000256249	1241	1241	1731	2090
ENSG00000182782	2065	2065	2065	2065
ENSG00000255398	2056	2056	2056	2056
ENSG00000196917	4769	4769	4769	4769
ENSG00000256044	106	106	106	106
ENSG00000206914	102	102	102	102
ENSG00000130783	2475	2707	3537	4280
ENSG00000130787	1650	1204	4509	7072
ENSG00000139722	1782	1772	2706	5634
ENSG00000256152	484	484	484	484
ENSG00000280138	18662	18662	18662	18662
ENSG00000256028	5618	5618	5618	5618
ENSG00000265526	62	62	62	62
ENSG00000251497	1628	1628	2191	2289
ENSG00000280381	5566	5566	5566	5566
ENSG00000280120	1054	1054	1054	1054
ENSG00000260122	896	896	896	896
ENSG00000260473	1111	1111	1195	2154
ENSG00000261586	2094	2094	2094	2094
ENSG00000259887	427	427	427	427
ENSG00000167612	1572	1505	3319	3719
ENSG00000258021	772	772	772	772
ENSG00000139567	1582	733	4177	4961
ENSG00000135503	1869	1782	4531	5658
ENSG00000206992	107	107	107	107
ENSG00000161835	1031	851	1952	2823
ENSG00000123358	1467	795	4837	7295
ENSG00000259884	614	614	687	915
ENSG00000257663	647	647	647	647
ENSG00000257860	795	753	1792	2573
ENSG00000257415	1556	1556	1556	1556
ENSG00000257994	395	395	395	395
ENSG00000286197	1092	1092	1092	1092
ENSG00000257762	1125	929	3059	4990
ENSG00000136011	1784	530	8243	9280
ENSG00000212594	132	132	132	132
ENSG00000257737	478	478	478	478
ENSG00000257766	468	468	468	468
ENSG00000257681	617	617	738	1063
ENSG00000155980	1706	552	5814	12245
ENSG00000272937	2658	2658	4384	4384
ENSG00000258921	488	488	488	488
ENSG00000272837	469	469	469	469
ENSG00000258907	611	611	611	611
ENSG00000270458	165	165	165	165
ENSG00000258311	1379	884	3382	3510
ENSG00000135437	887	971	1419	2983
ENSG00000135404	769	783	1233	2422
ENSG00000258045	268	268	268	268
ENSG00000257384	283	283	283	283
ENSG00000275898	2699	2699	2699	2699
ENSG00000258249	486	486	486	486
ENSG00000257883	876	876	876	876
ENSG00000257654	366	366	366	366
ENSG00000111412	2803	1147	8426	8678
ENSG00000239374	480	480	480	480
ENSG00000201382	104	104	104	104
ENSG00000275467	455	455	455	455
ENSG00000135116	1897	736	5789	6853
ENSG00000240100	316	316	316	316
ENSG00000274554	2685	2685	2685	2685
ENSG00000184954	939	939	939	939
ENSG00000205327	939	939	939	939
ENSG00000234670	825	825	825	825
ENSG00000135502	1153	689	2389	4276
ENSG00000111319	1121	575	3481	5876
ENSG00000111321	1022	785	2327	6151
ENSG00000256433	1277	1277	1803	1841
ENSG00000213942	377	377	377	377
ENSG00000224906	355	355	355	355
ENSG00000139192	1212	1188	2344	3188
ENSG00000276718	599	599	599	599
ENSG00000256913	2494	2494	2494	2494
ENSG00000010278	1464	1212	3345	5829
ENSG00000201579	104	104	104	104
ENSG00000110955	809	814	1759	2238
ENSG00000207031	75	75	75	75
ENSG00000110958	1625	1547	2939	3399
ENSG00000241217	297	297	297	297
ENSG00000285625	588	588	588	588
ENSG00000198056	996	1008	1875	2855
ENSG00000025423	1053	1052	1751	2272
ENSG00000196531	1253	888	6387	11267
ENSG00000182544	1222	1318	2038	2583
ENSG00000135476	2746	1261	6665	8885
ENSG00000123349	977	640	2565	4078
ENSG00000288663	2680	2160	5568	5699
ENSG00000139637	846	826	1369	2500
ENSG00000094914	1580	1704	2690	4727
ENSG00000170374	2152	2221	3123	3386
ENSG00000185591	4236	4332	7680	8083
ENSG00000135409	1352	1437	2162	3656
ENSG00000205352	795	786	1375	2824
ENSG00000094916	3053	1363	11546	15038
ENSG00000283803	80	80	80	80
ENSG00000241785	284	284	284	284
ENSG00000257596	735	735	735	735
ENSG00000258344	567	567	567	567
ENSG00000123405	1575	1656	1833	2363
ENSG00000111481	787	576	1890	3898
ENSG00000207381	107	107	107	107
ENSG00000199122	99	99	99	99
ENSG00000264028	267	267	267	267
ENSG00000139572	1775	1775	2041	2043
ENSG00000111639	581	501	898	1388
ENSG00000010292	1378	584	4825	6470
ENSG00000239002	330	330	330	330
ENSG00000276232	248	248	248	248
ENSG00000255966	477	477	477	477
ENSG00000111640	1206	1285	1720	2396
ENSG00000269968	422	422	422	422
ENSG00000245667	560	560	560	560
ENSG00000111641	1396	889	3038	4687
ENSG00000285238	5429	5429	8502	8514
ENSG00000111642	3035	2148	6673	12713
ENSG00000247853	2196	2196	2196	2196
ENSG00000251898	136	136	136	136
ENSG00000015153	1506	581	5095	10839
ENSG00000134283	1462	1404	5975	12155
ENSG00000257674	1650	1650	1650	1650
ENSG00000139168	1955	1685	4085	9545
ENSG00000278520	160	160	160	160
ENSG00000252917	154	154	154	154
ENSG00000274943	437	437	437	437
ENSG00000199886	102	102	102	102
ENSG00000257376	775	775	775	775
ENSG00000207142	102	102	102	102
ENSG00000257225	2791	2791	2791	2791
ENSG00000010295	2654	2683	3001	4945
ENSG00000224982	1606	1606	2775	2840
ENSG00000252886	297	297	297	297
ENSG00000111725	1425	1046	4019	6042
ENSG00000122966	4733	4797	10799	28605
ENSG00000255692	451	451	451	451
ENSG00000283768	91	91	91	91
ENSG00000226729	331	331	331	331
ENSG00000278250	362	362	362	362
ENSG00000089693	894	744	1555	3367
ENSG00000215021	1211	1210	2940	4226
ENSG00000120837	2027	1727	3508	4899
ENSG00000199415	121	121	121	121
ENSG00000257193	428	428	428	428
ENSG00000286258	734	734	734	734
ENSG00000257732	701	701	701	701
ENSG00000213442	528	528	528	528
ENSG00000255150	1467	1467	1467	1467
ENSG00000135119	1900	1575	5727	7621
ENSG00000257279	4196	4196	4196	4196
ENSG00000149948	2243	1529	8094	15070
ENSG00000111596	1040	630	4753	13985
ENSG00000139190	1269	753	3139	3270
ENSG00000135486	642	277	4121	6697
ENSG00000174206	2107	2441	4159	6002
ENSG00000212298	107	107	107	107
ENSG00000251788	116	116	116	116
ENSG00000185306	1738	935	4483	5070
ENSG00000256192	354	354	354	354
ENSG00000256293	620	620	620	620
ENSG00000238440	104	104	104	104
ENSG00000184575	1755	885	6370	7320
ENSG00000255566	504	504	504	504
ENSG00000277895	1311	1311	1311	1311
ENSG00000256199	712	712	712	712
ENSG00000223294	77	77	77	77
ENSG00000256670	254	254	254	254
ENSG00000266016	97	97	97	97
ENSG00000207546	97	97	97	97
ENSG00000225195	281	281	281	281
ENSG00000256314	482	482	482	482
ENSG00000285901	3355	3355	3435	3435
ENSG00000175203	1409	1277	4924	9995
ENSG00000287618	595	595	595	595
ENSG00000184047	1534	1429	3103	6960
ENSG00000111667	1610	768	3162	3718
ENSG00000127329	4765	5291	12301	14538
ENSG00000139193	1145	1145	1245	1322
ENSG00000139200	1491	1468	2711	3282
ENSG00000166225	2257	611	6768	7246
ENSG00000111404	766	731	1147	1549
ENSG00000173262	1540	682	4125	5575
ENSG00000076108	2208	681	8938	10936
ENSG00000070961	2763	1358	7062	9500
ENSG00000139211	3348	3224	3763	3964
ENSG00000198178	862	871	1314	1566
ENSG00000139220	2186	884	5674	8573
ENSG00000198015	3966	887	15560	16368
ENSG00000185480	1689	1690	3076	4747
ENSG00000111665	1334	1095	2917	4879
ENSG00000111671	997	1203	1496	2452
ENSG00000177575	2214	705	5312	5815
ENSG00000196876	4570	3468	11559	16144
ENSG00000255817	390	390	390	390
ENSG00000255629	462	462	462	462
ENSG00000183735	1498	877	5944	14716
ENSG00000288665	228	228	228	228
ENSG00000153179	1220	1045	3507	4241
ENSG00000280320	360	360	360	360
ENSG00000280181	1056	1056	1056	1056
ENSG00000135677	2100	1846	5081	6268
ENSG00000288591	6883	6883	6883	6883
ENSG00000286682	1381	1381	1381	1381
ENSG00000243020	744	744	744	744
ENSG00000255693	2038	1760	3546	7772
ENSG00000248995	447	447	447	447
ENSG00000221564	95	95	95	95
ENSG00000198671	1058	1058	1058	1058
ENSG00000156076	991	568	1977	2107
ENSG00000207099	107	107	107	107
ENSG00000255700	586	586	586	586
ENSG00000174106	1374	750	4780	5578
ENSG00000276853	656	656	656	656
ENSG00000214650	1096	1096	1282	1717
ENSG00000279527	507	507	507	507
ENSG00000279071	1834	1834	1834	1834
ENSG00000280354	371	371	371	371
ENSG00000279121	528	528	528	528
ENSG00000279334	415	415	415	415
ENSG00000280097	511	511	511	511
ENSG00000278973	780	780	780	780
ENSG00000280444	597	597	597	597
ENSG00000279087	446	446	446	446
ENSG00000279931	411	411	411	411
ENSG00000073060	2612	2755	5527	14887
ENSG00000287242	2306	2306	2306	2306
ENSG00000252008	100	100	100	100
ENSG00000265345	113	113	113	113
ENSG00000241129	407	407	441	441
ENSG00000274156	523	523	523	523
ENSG00000271596	268	268	268	268
ENSG00000274797	433	433	433	433
ENSG00000050426	1030	727	2948	6032
ENSG00000110925	1114	630	4517	5230
ENSG00000244540	328	328	328	328
ENSG00000278126	898	898	898	898
ENSG00000279455	588	588	588	588
ENSG00000256258	617	617	617	617
ENSG00000256424	2064	2064	2064	2064
ENSG00000287639	1377	1377	1377	1377
ENSG00000279153	527	527	527	527
ENSG00000212154	112	112	112	112
ENSG00000249926	1561	1561	1561	1561
ENSG00000243499	755	755	755	755
ENSG00000061936	2330	2636	5593	10158
ENSG00000255933	666	666	666	666
ENSG00000200516	120	120	120	120
ENSG00000200483	106	106	106	106
ENSG00000256955	770	770	770	770
ENSG00000177169	1840	1262	5322	7620
ENSG00000279283	1740	1740	1740	1740
ENSG00000255992	426	426	426	426
ENSG00000177192	1331	838	4041	5732
ENSG00000273568	287	287	287	287
ENSG00000198598	1433	1510	2411	4001
ENSG00000274373	705	705	705	705
ENSG00000256783	1035	1035	1035	1035
ENSG00000256875	615	615	615	615
ENSG00000280287	4219	4219	4219	4219
ENSG00000279700	1355	1355	1355	1355
ENSG00000277052	65	65	65	65
ENSG00000277186	668	668	668	668
ENSG00000204583	830	867	1004	1856
ENSG00000187848	1408	1283	1881	1975
ENSG00000280311	975	975	975	975
ENSG00000176894	683	632	970	1421
ENSG00000256632	567	567	567	567
ENSG00000247077	1712	1477	2811	3952
ENSG00000201469	113	113	113	113
ENSG00000256108	574	574	574	574
ENSG00000112787	2388	1246	5568	9393
ENSG00000229014	348	348	348	348
ENSG00000260943	1951	1951	1951	1951
ENSG00000225342	1212	1212	1840	2280
ENSG00000257296	429	429	429	429
ENSG00000258073	145	145	145	145
ENSG00000231738	1016	652	3829	4085
ENSG00000166598	2954	2858	6609	13092
ENSG00000284503	131	131	131	131
ENSG00000204954	999	672	1730	4435
ENSG00000139372	1287	1076	3183	4885
ENSG00000216285	765	765	765	765
ENSG00000188906	4569	4515	9239	17100
ENSG00000072041	3058	3835	6442	20154
ENSG00000239473	739	739	739	739
ENSG00000238842	67	67	67	67
ENSG00000230291	435	435	435	435
ENSG00000222880	278	278	278	278
ENSG00000139304	2507	1087	8261	12412
ENSG00000257786	544	544	544	544
ENSG00000257429	734	734	734	734
ENSG00000165899	4206	2824	9982	12279
ENSG00000255644	456	456	456	456
ENSG00000121361	1907	2265	2336	2511
ENSG00000257022	522	522	522	522
ENSG00000275567	205	205	205	205
ENSG00000255627	533	533	533	533
ENSG00000089127	2018	1603	7546	13021
ENSG00000111331	4612	6313	9696	18045
ENSG00000111335	3411	3453	5613	11233
ENSG00000157895	1578	1270	4469	6140
ENSG00000283542	532	532	532	532
ENSG00000256963	283	283	283	283
ENSG00000279001	403	403	403	403
ENSG00000201945	132	132	132	132
ENSG00000223538	271	271	271	271
ENSG00000257738	735	735	735	735
ENSG00000278351	254	254	254	254
ENSG00000257368	673	673	673	673
ENSG00000257657	1641	1641	2557	3109
ENSG00000283545	70	70	70	70
ENSG00000207176	98	98	98	98
ENSG00000253063	90	90	90	90
ENSG00000257643	345	345	345	345
ENSG00000201563	104	104	104	104
ENSG00000276148	413	413	413	413
ENSG00000257511	1005	1005	1005	1005
ENSG00000274105	856	856	856	856
ENSG00000275854	731	731	731	731
ENSG00000177119	3850	3705	5998	8816
ENSG00000168778	2188	2435	2918	5105
ENSG00000258210	946	946	946	946
ENSG00000258011	324	324	324	324
ENSG00000111229	577	532	1098	3027
ENSG00000111231	861	639	1604	2593
ENSG00000241680	375	375	375	375
ENSG00000204856	1174	1130	1679	2702
ENSG00000111237	905	907	1531	3219
ENSG00000202335	70	70	70	70
ENSG00000278993	1828	1828	1828	1828
ENSG00000151164	1919	1846	4164	4648
ENSG00000196850	3232	3232	4994	5685
ENSG00000263537	273	273	273	273
ENSG00000122986	1172	1215	2189	3646
ENSG00000186298	1460	1472	2797	6906
ENSG00000279925	1658	1658	1658	1658
ENSG00000257268	581	581	581	581
ENSG00000241286	850	850	850	850
ENSG00000204852	1574	1625	4209	12558
ENSG00000167552	1590	1779	2628	3823
ENSG00000258101	1453	1453	1453	1453
ENSG00000258232	680	680	680	680
ENSG00000258334	4166	4166	4166	4166
ENSG00000135406	907	840	1800	3182
ENSG00000135451	1092	877	2771	3954
ENSG00000186897	2073	2073	2073	2073
ENSG00000178401	2138	2059	4447	5144
ENSG00000257954	647	647	647	647
ENSG00000257464	229	229	229	229
ENSG00000274822	86	86	86	86
ENSG00000151176	2042	1459	4787	5264
ENSG00000135094	869	662	1605	3005
ENSG00000139410	847	714	1397	2073
ENSG00000089116	1726	1726	2739	3063
ENSG00000089060	1712	1656	3510	6768
ENSG00000111540	1567	596	5273	6525
ENSG00000237493	604	604	604	604
ENSG00000139531	1284	836	2860	5008
ENSG00000123411	2253	696	5313	6813
ENSG00000273890	484	484	484	484
ENSG00000257449	300	300	300	300
ENSG00000197728	1059	1172	1272	2053
ENSG00000257411	489	489	489	489
ENSG00000170515	920	694	2386	3580
ENSG00000257553	434	434	434	434
ENSG00000229117	477	510	676	1108
ENSG00000139641	1248	585	4180	5285
ENSG00000135482	2005	743	7121	8363
ENSG00000258345	470	470	470	470
ENSG00000258317	720	720	882	1294
ENSG00000257809	540	540	540	540
ENSG00000092841	734	664	1564	4424
ENSG00000139613	2048	1062	5090	9179
ENSG00000258199	403	403	403	403
ENSG00000181852	1851	945	5593	6533
ENSG00000139579	1175	1215	1775	2201
ENSG00000139540	899	613	2031	2903
ENSG00000139645	2040	1010	8681	11096
ENSG00000135469	1045	1062	1570	3211
ENSG00000258260	542	542	542	542
ENSG00000062485	956	656	3057	6401
ENSG00000144785	671	566	937	1053
ENSG00000257740	437	437	437	437
ENSG00000257727	733	668	1450	3019
ENSG00000110944	828	740	1037	1178
ENSG00000252206	64	64	64	64
ENSG00000175336	1750	1750	1750	1750
ENSG00000274823	514	514	514	514
ENSG00000259099	1653	1653	1653	1653
ENSG00000134538	2787	2787	2787	2787
ENSG00000121351	1035	460	2015	2151
ENSG00000121350	1591	1047	4075	5723
ENSG00000256021	467	467	467	467
ENSG00000004700	1328	766	3745	3779
ENSG00000111711	1018	844	3253	3789
ENSG00000134548	1765	1685	4732	7242
ENSG00000139131	1309	1321	2117	2147
ENSG00000286950	954	954	954	954
ENSG00000274976	426	426	426	426
ENSG00000244743	316	316	316	316
ENSG00000257653	713	713	713	713
ENSG00000264201	63	63	63	63
ENSG00000257660	456	456	473	554
ENSG00000271547	511	511	511	511
ENSG00000207467	106	106	106	106
ENSG00000167535	1264	750	4029	7153
ENSG00000172602	1267	1223	2136	3948
ENSG00000174233	3059	1694	6464	8462
ENSG00000051825	1462	596	6369	10304
ENSG00000111328	1255	1127	3828	6027
ENSG00000269980	343	343	343	343
ENSG00000199845	119	119	119	119
ENSG00000139697	11076	11121	11128	11128
ENSG00000207189	102	102	102	102
ENSG00000284425	80	80	80	80
ENSG00000130921	2178	1930	3819	8318
ENSG00000150990	2671	2935	4559	6908
ENSG00000184992	5105	6703	6703	6703
ENSG00000280634	1977	1977	1977	1977
ENSG00000256093	223	223	223	223
ENSG00000081760	2148	2014	6646	16039
ENSG00000279233	3467	3467	3467	3467
ENSG00000256814	585	585	585	585
ENSG00000287240	950	950	950	950
ENSG00000280117	4394	4394	4394	4394
ENSG00000279462	982	982	982	982
ENSG00000273079	3528	348	30609	31134
ENSG00000139233	4452	4452	7728	7975
ENSG00000228144	984	984	984	984
ENSG00000239335	623	623	623	623
ENSG00000090376	3920	1853	8328	9688
ENSG00000225422	1156	1156	1156	1156
ENSG00000284011	76	76	76	76
ENSG00000256072	523	523	523	523
ENSG00000256777	712	712	712	712
ENSG00000222744	305	305	305	305
ENSG00000127311	2541	3299	3586	4603
ENSG00000256285	171	171	171	171
ENSG00000256420	1800	1800	1800	1800
ENSG00000257083	769	728	1296	2264
ENSG00000279310	261	261	261	261
ENSG00000255976	639	639	639	639
ENSG00000110911	1734	652	4132	9888
ENSG00000139547	2448	2448	3198	3464
ENSG00000135392	3269	3284	3618	4190
ENSG00000075089	1141	780	2045	3813
ENSG00000130779	3102	2571	5978	18596
ENSG00000111728	1509	572	9707	14483
ENSG00000196387	1355	1194	2349	4450
ENSG00000074590	1855	564	5744	5924
ENSG00000121749	1350	784	6184	8227
ENSG00000187166	1300	1300	1300	1300
ENSG00000186908	1013	641	4732	8285
ENSG00000172789	1611	1611	1611	1611
ENSG00000089163	817	704	1217	1222
ENSG00000179615	1548	1548	1548	1548
ENSG00000179695	1893	1893	2105	2112
ENSG00000139289	5855	5913	5913	5913
ENSG00000120820	1161	862	1927	3268
ENSG00000111052	2140	947	6121	6804
ENSG00000214700	1022	1022	1022	1022
ENSG00000261308	4705	4705	4705	4705
ENSG00000214029	9674	9674	17294	17434
ENSG00000150977	1752	1752	1752	1752
ENSG00000060237	4108	912	11804	17280
ENSG00000111490	3914	3020	8312	9877
ENSG00000205057	686	686	686	686
ENSG00000257127	2765	2422	3897	6810
ENSG00000216306	793	793	1012	1012
ENSG00000283998	116	116	116	116
ENSG00000120798	1101	631	4058	6454
ENSG00000257121	515	515	515	515
ENSG00000237774	630	630	630	630
ENSG00000184752	1121	698	2707	8223
ENSG00000022840	861	583	3814	5900
ENSG00000288623	261	261	261	261
ENSG00000075415	2104	1322	6087	8896
ENSG00000120868	3485	3492	7201	7759
ENSG00000240424	576	576	576	576
ENSG00000111269	2218	2218	3770	3922
ENSG00000271215	396	396	396	396
ENSG00000275963	775	775	775	775
ENSG00000183150	1208	1224	1910	2624
ENSG00000257004	241	241	241	241
ENSG00000256658	150	150	150	150
